"name","ticker","country","listed","exchange","cik","formerly_names","current_name","original_names"
"Imprimis Pharmaceuticals","IMMY",NULL,False,"NASDAQ","0001360214","Imprimis Pharmaceuticals, Inc.||TRANSDEL PHARMACEUTICALS INC||Bywater Resources, Inc","HARROW HEALTH, INC.","Imprimis Pharmaceuticals, Inc."
"InMed Pharmaceuticals","INM","Canada",True,"NASDAQ","0001728328","","InMed Pharmaceuticals Inc.","InMed Pharmaceuticals Inc."
"InVivo Therapeutics Holdings Corp","NVIV","United States",True,"NASDAQ","0001292519","Design Source, Inc.","INVIVO THERAPEUTICS HOLDINGS CORP.","InVivo Therapeutics"
"Inari Medical","NARI","United States",True,"NASDAQ","0001531048","Inceptus Newco1 Inc.","Inari Medical, Inc.","Inari Medical"
"Incyte Corp.","INCY","United States",True,"NASDAQ","0000879169","INCYTE GENOMICS INC||INCYTE PHARMACEUTICALS INC||INCYTE INC","INCYTE CORP","Incyte Corporation"
"Infinity Pharmaceuticals","INFI","United States",True,"NASDAQ","0001113148","DISCOVERY PARTNERS INTERNATIONAL INC","INFINITY PHARMACEUTICALS, INC.","Infinity Pharmaceuticals, Inc."
"Ingredion Incorporated","INGR","United States",True,"NYSE","0001046257","CORN PRODUCTS INTERNATIONAL INC","Ingredion Inc","Ingredion Incorporated"
"Inhibikase Therapeutics","IKT","United States",True,"NASDAQ","0001750149","","Inhibikase Therapeutics, Inc.","Inhibikase Therapeutics, Inc."
"Inhibrx","INBX","United States",True,"NASDAQ","0001739614","","Inhibrx, Inc.","Inhibrx, Inc."
"Innate Pharma S.A.","IPHA","France",True,"NASDAQ","0001598599","Innate Pharma, SA","Innate Pharma SA","Innate Pharma"
"Innocoll AG","INNL",NULL,False,"NASDAQ","0001660484","","Innocoll Holdings plc","Innocoll"
"Inovio Pharmaceuticals","INO","United States",True,"NASDAQ","0001055726","GENETRONICS BIOMEDICAL CORP||INOVIO BIOMEDICAL CORP||GENETRONICS BIOMEDICAL LTD","INOVIO PHARMACEUTICALS, INC.","Inovio Pharmaceuticals"
"Inozyme Pharma","INZY","United States",True,"NASDAQ","0001693011","Inozyme Pharma, LLC","Inozyme Pharma, Inc.","Inozyme Pharma"
"Insmed","INSM","United States",True,"NASDAQ","0001104506","","INSMED Inc","Insmed Incorporated"
"Inspire Medical Systems","INSP","United States",True,"NYSE","0001609550","","Inspire Medical Systems, Inc.","Inspire Medical Systems, Inc."
"InspireMD","NSPR","Israel",True,"NASDAQ","0001433607","Saguaro Resources, Inc.","InspireMD, Inc.","InspireMD"
"Instil Bio","TIL","United States",True,"NASDAQ","0001789769","","Instil Bio, Inc.","Instil Bio"
"Insulet Corporation","PODD","United States",True,"NASDAQ","0001145197","","INSULET CORP","Insulet Corporation"
"Insys Therapeutics","INSY",NULL,False,"NASDAQ","0001516479","","Insys Therapeutics, Inc.","INSYS Therapeutics Inc"
"Intec Pharma","NTEC",NULL,False,"NASDAQ","0001638381","","Intec Pharma Ltd.","Intec Pharma Ltd."
"Integrity Applications","IGAP","Israel",True,"NASDAQ","0001506983","","Integrity Applications, Inc.","Integrity Applications Ltd."
"Intellia Therapeutics","NTLA","United States",True,"NASDAQ","0001652130","","Intellia Therapeutics, Inc.","Intellia Therapeutics"
"Intercept Pharmaceuticals","ICPT","United States",True,"NASDAQ","0001270073","INTERCEPT PHARMACEUTICALS INC","INTERCEPT PHARMACEUTICALS, INC.","Intercept Pharmaceuticals"
"Intersect ENT","XENT","United States",True,"NASDAQ","0001271214","SINEXUS INC","Intersect ENT, Inc.","Intersect ENT"
"Intra-Cellular Therapies","ITCI","United States",True,"NASDAQ","0001567514","Oneida Resources Corp.","Intra-Cellular Therapies, Inc.","Intra-Cellular Therapies, Inc."
"Intuitive Surgical","ISRG","United States",True,"NASDAQ","0001035267","","INTUITIVE SURGICAL INC","Intuitive Surgical"
"Invuity","IVTY",NULL,False,"NASDAQ","0001393020","Spotlight Surgical Inc","Invuity, Inc.","Invuity, Inc."
"Ionis Pharmaceuticals","IONS","United States",True,"NASDAQ","0000874015","ISIS PHARMACEUTICALS INC","IONIS PHARMACEUTICALS INC","Ionis Pharmaceuticals, Inc."
"Iovance Biotherapeutics","IOVA","United States",True,"NASDAQ","0001425205","Lion Biotechnologies, Inc.||FREIGHT MANAGEMENT CORP||Genesis Biopharma, Inc","IOVANCE BIOTHERAPEUTICS, INC.","Iovance Biotherapeutics, Inc."
"Ipas","IPAS",NULL,False,"NASDAQ","0001053374","","IPASS INC","Ipas"
"Ironwood Pharmaceuticals","IRWD","United States",True,"NASDAQ","0001446847","","IRONWOOD PHARMACEUTICALS INC","Ironwood Pharmaceuticals, Inc."
"JUNIPER PHARMACEUTICALS INC","JNP",NULL,False,"NASDAQ","0000821995","COLUMBIA LABORATORIES INC","JUNIPER PHARMACEUTICALS INC","Juniper Pharmaceuticals, Inc."
"Jasper Therapeutics","JSPR","United States",True,"NASDAQ","0001788028","Amplitude Healthcare Acquisition Corp","Jasper Therapeutics, Inc.","Jasper Therapeutics, Inc."
"Jazz Pharmaceuticals","JAZZ","Ireland",True,"NASDAQ","0001232524","JAZZ PHARMACEUTICALS INC","Jazz Pharmaceuticals plc","Jazz Pharmaceuticals"
"Jounce Therapeutics","JNCE","United States",True,"NASDAQ","0001640455","","Jounce Therapeutics, Inc.","Jounce Therapeutics, Inc."
"K2M GROUP HOLDINGS","KTWO",NULL,False,"NASDAQ","0001499807","","K2M GROUP HOLDINGS, INC.","K2M, Inc."
"KERYX BIOPHARMACEUTICALS INC","KERX",NULL,False,"NASDAQ","0001114220","KERYX BIOPHAMAEUTICALS INC","KERYX BIOPHARMACEUTICALS INC","Keryx Biopharmaceuticals"
"KalVista Pharmaceuticals","KALV","United Kingdom",True,"NASDAQ","0001348911","Carbylan Biosurgery Inc||Carbylan Biosurgery, Inc||Carbylan Therapeutics, Inc.","KalVista Pharmaceuticals, Inc.","KalVista Pharmaceuticals, Ltd."
"Kala Pharmaceuticals","KALA","United States",True,"NASDAQ","0001479419","","Kala Pharmaceuticals, Inc.","Kala Pharmaceuticals, Inc."
"Kaleido Biosciences","KLDO","United States",True,"NASDAQ","0001751299","","Kaleido Biosciences, Inc.","Kaleido Biosciences"
"Kamada","KMDA","Israel",True,"NASDAQ","0001567529","","KAMADA LTD","Kamada, Ltd."
"Karuna Therapeutics","KRTX","United States",True,"NASDAQ","0001771917","","Karuna Therapeutics, Inc.","Karuna Therapeutics"
"Karyopharm Therapeutics","KPTI","United States",True,"NASDAQ","0001503802","","Karyopharm Therapeutics Inc.","Karyopharm Therapeutics Inc"
"Kazia Therapeutics","KZIA","Australia",True,"NASDAQ","0001075880","NOVOGEN LTD","KAZIA THERAPEUTICS LTD","Kazia Therapeutics Limited"
"Kellogg Company","K","United States",True,"NYSE","0000055067","","KELLOGG CO","Kellogg Company"
"KemPharm","KMPH","United States",True,"NASDAQ","0001434647","KEMPHARM INC","KEMPHARM, INC","KemPharm, Inc."
"Keros Therapeutics","KROS","United States",True,"NASDAQ","0001664710","","Keros Therapeutics, Inc.","Keros Therapeutics"
"Kezar Life Sciences","KZR","United States",True,"NASDAQ","0001645666","","Kezar Life Sciences, Inc.","Kezar Life Sciences, Inc."
"Kimberly-Clark Corporation","KMB","United States",True,"NYSE","0000055785","","KIMBERLY CLARK CORP","Kimberly-Clark Corporation"
"Kinex Pharmaceuticals","ATNX","United States",True,"NASDAQ","0001300699","Kinex Pharmaceuticals, Inc.||Kinex Pharmaceuticals LLC","Athenex, Inc.","Kinex Pharmaceuticals Inc"
"Kiniksa Pharmaceuticals","KNSA","United States",True,"NASDAQ","0001730430","","Kiniksa Pharmaceuticals, Ltd.","Kiniksa Pharmaceuticals (UK), Ltd.;Kiniksa Pharmaceuticals, Ltd."
"Kinnate Biopharma","KNTE","United States",True,"NASDAQ","0001797768","","Kinnate Biopharma Inc.","Kinnate Biopharma"
"Kintara Therapeutics","KTRA","United States",True,"NASDAQ","0001498382","Berry Only Inc.||DelMar Pharmaceuticals, Inc.","Kintara Therapeutics, Inc.","Kintara Therapeutics, Inc."
"Kiora Pharmaceuticals","KPRX",NULL,True,"NASDAQ","0001372514","EYEGATE PHARMACEUTICALS INC","KIORA PHARMACEUTICALS INC","Eyegate Pharmaceuticals, Inc."
"Kiromic BioPharma","KRBP","United States",True,"NASDAQ","0001792581","Kiromic, Inc.","Kiromic Biopharma, Inc.","Kiromic, Inc."
"Kodiak Sciences","KOD","United States",True,"NASDAQ","0001468748","Oligasis, LLC","Kodiak Sciences Inc.","Kodiak Sciences Inc"
"Kraft Heinz","KHC","United States",True,"NASDAQ","0001637459","H.J. Heinz Holding Corp","Kraft Heinz Co","Kraft Heinz Company"
"Kronos Bio","KRON","United States",True,"NASDAQ","0001741830","","Kronos Bio, Inc.","Kronos Bio"
"Krystal Biotech","KRYS","United States",True,"NASDAQ","0001711279","","Krystal Biotech, Inc.","Krystal Biotech, Inc."
"Kura Oncology","KURA","United States",True,"NASDAQ","0001422143","ZETA ACQUISITION CORP III","Kura Oncology, Inc.","Kura Oncology, Inc."
"Kymera Therapeutics","KYMR","United States",True,"NASDAQ","0001815442","","Kymera Therapeutics, Inc.","Kymera Therapeutics, Inc."
"LAVA Therapeutics N.V.","LVTX","Netherlands",True,"NASDAQ","0001840748","LAVA Therapeutics BV","LAVA Therapeutics NV","Lava Therapeutics"
"LENSAR","LNSR","United States",True,"NASDAQ","0001320350","LaserSoft Vision Inc||LensAR Inc","LENSAR, Inc.","LensAR Incorporated"
"LPATH INC","LPTN",NULL,False,"NASDAQ","0001251769","JCG  INC||NEIGHBORHOOD CONNECTIONS INC||LPATH, INC||LPATH INC","Apollo Endosurgery, Inc.","Lpath, Inc."
"LUMINEX CORP","LMNX",NULL,False,"NASDAQ","0001033905","","LUMINEX CORP","Luminex Corporation"
"La Jolla Pharmaceutical Company","LJPC","United States",True,"NASDAQ","0000920465","","LA JOLLA PHARMACEUTICAL CO","La Jolla Pharmaceutical Company"
"Landos Biopharma","LABP","United States",True,"NASDAQ","0001785345","","Landos Biopharma, Inc.","Landos Biopharma Inc."
"Lannett","LCI","United States",True,"NYSE","0000057725","","LANNETT CO INC","Lannett Company, Inc."
"Larimar Therapeutics","LRMR","United States",True,"NASDAQ","0001374690","ZAFGEN, INC.||ZAFGEN INC","Larimar Therapeutics, Inc.","Larimar Therapeutics, Inc."
"LeMaitre Vascular","LMAT","United States",True,"NASDAQ","0001158895","","LEMAITRE VASCULAR INC","LeMaitre Vascular"
"Leap Therapeutics","LPTX","United States",True,"NASDAQ","0001509745","Dekkun Corp","LEAP THERAPEUTICS, INC.","Leap Therapeutics, Inc."
"Lexicon Pharmaceuticals","LXRX","United States",True,"NASDAQ","0001062822","LEXICON PHARMACEUTICALS, INC./DE||LEXICON GENETICS INC/TX","LEXICON PHARMACEUTICALS, INC.","Lexicon Pharmaceuticals"
"LianBio","LIAN","United States",True,"NASDAQ","0001831283","","LianBio","LianBio LLC"
"Life Technologies Corp","LIFE","United States",True,"NASDAQ","0001073431","INVITROGEN CORP","Life Technologies Corp","Life Technologies Corporation"
"Ligand Pharmaceuticals Incorporated","LGND","United States",True,"NASDAQ","0000886163","LIGAND PHARMACEUTICALS","LIGAND PHARMACEUTICALS INC","Ligand Pharmaceuticals"
"Liminal BioSciences","LMNL","Canada",True,"NASDAQ","0001351172","ProMetic Life Sciences Inc","Liminal BioSciences Inc.","Liminal BioSciences Ltd."
"Lineage Cell Therapeutics","LCTX","United States",True,"AMEX","0000876343","BIOTIME INC","Lineage Cell Therapeutics, Inc.","Lineage Cell Therapeutics, Inc."
"Lipocine","LPCN","United States",True,"NASDAQ","0001535955","MARATHON BAR CORP","Lipocine Inc.","Lipocine Inc."
"Liquidia Technologies","LQDA","United States",True,"NASDAQ","0001330436","","Liquidia Technologies Inc","Liquidia Technologies, Inc."
"LivaNova PLC","LIVN","United Kingdom",True,"NASDAQ","0001639691","Sand Holdco Plc","LivaNova PLC","LivaNova"
"Livongo Health","LVGO",NULL,False,"NASDAQ","0001639225","","Livongo Health, Inc.","Livongo Health"
"Lixte Biotechnology Holdings","LIXT","United States",True,"NASDAQ","0001335105","SRKP 7 INC","LIXTE BIOTECHNOLOGY HOLDINGS, INC.","Lixte Biotechnology Holdings, Inc."
"LogicBio Therapeutics","LOGC","United States",True,"NASDAQ","0001664106","","LogicBio Therapeutics, Inc.","LogicBio Therapeutics, Inc."
"Longeveron","LGVN","United States",True,"NASDAQ","0001721484","LONGEVERON LLC","Longeveron Inc.","Longeveron LLC"
"Loxo Oncology","LOXO",NULL,False,"NASDAQ","0001581720","","Loxo Oncology, Inc.","Loxo Oncology, Inc."
"Lucid Diagnostics","LUCD","United States",True,"NASDAQ","0001799011","","Lucid Diagnostics Inc.","Lucid Diagnostics, Inc."
"Lucid Group","LCID","United States",True,"NASDAQ","0001811210","Annetta Acquisition Corp||Churchill Capital Corp IV","Lucid Group, Inc.","Lucid, Inc."
"Lucira Health","LHDX","United States",True,"NASDAQ","0001652724","","Lucira Health, Inc.","Lucira Health Inc"
"Lumos Pharma","LUMO","United States",True,"NASDAQ","0001126234","NEWLINK GENETICS CORP","LUMOS PHARMA, INC.","Lumos Pharma"
"Lyra Therapeutics","LYRA","United States",True,"NASDAQ","0001327273","Arsenal Vascular, Inc.||WMR Biomedical Inc||480 Biomedical, Inc.||Arsenal Medical, Inc.","Lyra Therapeutics, Inc.","Lyra Therapeutics"
"MABVAX THERAPEUTICS HOLDINGS","MBVX",NULL,False,"NASDAQ","0001109196","TELIK INC","MABVAX THERAPEUTICS HOLDINGS, INC.","MabVax Therapeutics, Inc."
"MDxHealth SA","MDXH","Belgium",True,"NASDAQ","0001872529","","MDxHealth SA","MDx Health"
"MEDIFAST INC","MED","United States",True,"NYSE","0000910329","HEALTHRITE INC","MEDIFAST INC","Medifast, Inc."
"MEDIVATION","MDVN",NULL,False,"NASDAQ","0001011835","ORION ACQUISITION CORP II","MEDIVATION, INC.","Medivation, Inc."
"MEDSTONE INTERNATIONAL INC/","MEDS","United States",True,"NASDAQ","0000819939","CYTOCARE INC","MEDSTONE INTERNATIONAL INC/","Medstone International"
"MEI Pharma","MEIP","United States",True,"NASDAQ","0001262104","MARSHALL EDWARDS INC","MEI Pharma, Inc.","MEI Pharma, Inc."
"MELA SCIENCES /NY","MELA",NULL,False,"NASDAQ","0001051514","MELA SCIENCES, INC. /NY||ELECTRO OPTICAL SCIENCES INC /NY","STRATA Skin Sciences, Inc.","MELA Sciences, Inc."
"MELINTA THERAPEUTICS","MLNT",NULL,False,"NASDAQ","0001461993","Cempra Holdings, LLC||CEMPRA, INC.","MELINTA THERAPEUTICS, INC. /NEW/","Melinta Therapeutics, Inc."
"MGP Ingredients","MGPI","United States",True,"NASDAQ","0000835011","MIDWEST GRAIN PRODUCTS INC","MGP INGREDIENTS INC","MGP Ingredients, Inc."
"MIRAGEN THERAPEUTICS","MGEN",NULL,False,"NASDAQ","0001590750","SIGNAL GENETICS, INC.||SIGNAL GENETICS LLC||MIRAGEN THERAPEUTICS, INC.","Viridian Therapeutics, Inc.\DE","miRagen Therapeutics, Inc."
"MOMENTA PHARMACEUTICALS INC","MNTA",NULL,False,"NASDAQ","0001235010","","MOMENTA PHARMACEUTICALS INC","Momenta Pharmaceuticals, Inc."
"MYLAN","MYL",NULL,False,"NASDAQ","0000069499","MYLAN LABORATORIES INC","MYLAN INC.","Mylan Laboratories"
"MYLAN LABORATORIES INC","MYL",NULL,False,"NASDAQ","0000069499","MYLAN LABORATORIES INC","MYLAN INC.","Mylan Laboratories"
"MYnd Analytics","MYND",NULL,False,"NASDAQ","0000822370","AGE RESEARCH INC||MYnd Analytics, Inc.||STRATIVATION, INC.||CNS RESPONSE, INC.||SalesTactix, Inc.","Emmaus Life Sciences, Inc.","MYnd Analytics"
"MacroGenics","MGNX","United States",True,"NASDAQ","0001125345","","MACROGENICS INC","MacroGenics"
"Madrigal Pharmaceuticals","MDGL","United States",True,"NASDAQ","0001157601","SYNTA PHARMACEUTICALS CORP","MADRIGAL PHARMACEUTICALS, INC.","Madrigal Pharmaceuticals, Inc."
"Magenta Therapeutics","MGTA","United States",True,"NASDAQ","0001690585","","Magenta Therapeutics, Inc.","Magenta Therapeutics, Inc."
"Mallinckrodt","MNK",NULL,False,"NYSE","0001567892","","Mallinckrodt plc","Mallinckrodt"
"MannKind Corporation","MNKD","United States",True,"NASDAQ","0000899460","","MANNKIND CORP","Mannkind Corporation"
"Marinus Pharmaceuticals","MRNS","United States",True,"NASDAQ","0001267813","","MARINUS PHARMACEUTICALS INC","Marinus Pharmaceuticals"
"Marker Therapeutics","MRKR","United States",True,"NASDAQ","0001094038","GENEMAX CORP||EDUVERSE COM||TAPIMMUNE INC||TAPIMMUNE INC.","Marker Therapeutics, Inc.","Marker Therapeutics, Inc."
"Masimo Corporation","MASI","United States",True,"NASDAQ","0000937556","","MASIMO CORP","Masimo Corporation"
"Mast Therapeutics","MSTX",NULL,False,"NYSE","0001160308","ADVENTRX PHARMACEUTICALS INC||Mast Therapeutics, Inc.||BIOKEYS PHARMACEUTICALS INC","Savara Inc","Mast Therapeutics, Inc."
"Materialise NV","MTLS","Belgium",True,"NASDAQ","0001091223","","MATERIALISE NV","Materialise"
"Matinas Biopharma Holdings","MTNB","United States",True,"AMEX","0001582554","","Matinas BioPharma Holdings, Inc.","Matinas Biopharma, Inc"
"MaxCyte","MXCT","United States",True,"NASDAQ","0001287098","MAXCYTE INC","MAXCYTE, INC.","MaxCyte, Inc."
"McCormick & Company Incorporated","MKC","United States",True,"NYSE","0000063754","","MCCORMICK & CO INC","McCormick and Company, Inc."
"Mead Johnson Nutrition","MJN",NULL,False,"NYSE","0001452575","","Mead Johnson Nutrition Co","Mead Johnson Nutrition"
"MediWound","MDWD","Israel",True,"NASDAQ","0001593984","","MediWound Ltd.","MediWound Ltd"
"Medicenna Therapeutics Corp.","MDNA","Canada",True,"NASDAQ","0001807983","","Medicenna Therapeutics Corp.","Medicenna Therapeutics, Inc."
"Medicinova","MNOV","United States",True,"NASDAQ","0001226616","","MEDICINOVA INC","MediciNova"
"Medidata Solutions","MDSO",NULL,False,"NASDAQ","0001453814","","Medidata Solutions, Inc.","Medidata Solutions"
"Medigus","MDGS","Israel",True,"NASDAQ","0001618500","","Medigus Ltd.","Medigus Ltd"
"Medtronic","MDT","United States",True,"NYSE","0001613103","Medtronic Holdings Ltd||Medtronic Ltd","Medtronic plc","Medtronic"
"Menlo Therapeutics","MNLO",NULL,False,"NASDAQ","0001566044","Menlo Therapeutics Inc.||Tigercat Pharma, Inc.||Menlo Therapeutics, Inc.","VYNE Therapeutics Inc.","Menlo Therapeutics Inc."
"Mereo BioPharma Group","MREO","United Kingdom",True,"NASDAQ","0001719714","","Mereo Biopharma Group plc","Mereo BioPharma"
"Meridian Bioscience","VIVO","United States",True,"NASDAQ","0000794172","MERIDIAN DIAGNOSTICS INC","MERIDIAN BIOSCIENCE INC","Meridian Bioscience, Inc."
"Merit Medical Systems","MMSI","United States",True,"NASDAQ","0000856982","","MERIT MEDICAL SYSTEMS INC","Merit Medical Systems, Inc."
"Merrimack Pharmaceuticals","MACK","United States",True,"NASDAQ","0001274792","","MERRIMACK PHARMACEUTICALS INC","Merrimack Pharmaceuticals"
"Mersana Therapeutics","MRSN","United States",True,"NASDAQ","0001442836","MERSANA THERAPEUTICS INC","Mersana Therapeutics, Inc.","Mersana Therapeutics"
"Merus N.V.","MRUS","Netherlands",True,"NASDAQ","0001651311","Merus B.V.","Merus N.V.","Merus N.V."
"Mesoblast","MESO","Australia",True,"NASDAQ","0001345099","","MESOBLAST LTD","Mesoblast, Inc.;Mesoblast, Ltd."
"Metacrine","MTCR","United States",True,"NASDAQ","0001634379","","Metacrine, Inc.","Metacrine, Inc."
"MiMedx Group","MDXG","United States",True,"NASDAQ","0001376339","Alynx, Co.","MIMEDX GROUP, INC.","MiMedx Group, Inc."
"MiNK Therapeutics","INKT","United States",True,"NASDAQ","0001840229","AgenTus Therapeutics, Inc.","MiNK Therapeutics, Inc.","MiNK Therapeutics"
"Milestone Pharmaceuticals","MIST","Canada",True,"NASDAQ","0001408443","","Milestone Pharmaceuticals Inc.","Milestone Pharmaceuticals Inc."
"Milestone Scientific","MLSS","United States",True,"AMEX","0000855683","MILESTONE SCIENTIFIC INC/NJ||U S OPPORTUNITY SEARCH INC","MILESTONE SCIENTIFIC INC.","Milestone Scientific, Inc"
"Millendo Therapeutics","MLND",NULL,False,"NASDAQ","0001544227","OvaScience, Inc.||Millendo Therapeutics, Inc.","Tempest Therapeutics, Inc.","Millendo Therapeutics, Inc."
"Mind Medicine","MNMD","Canada",True,"NASDAQ","0001813814","","Mind Medicine (MindMed) Inc.","Mind Medicine, Inc."
"Minerva Neurosciences","NERV","United States",True,"NASDAQ","0001598646","","Minerva Neurosciences, Inc.","Minerva Neurosciences"
"Minerva Surgical","UTRS","United States",True,"NASDAQ","0001452965","","MINERVA SURGICAL INC","Minerva Surgical, Inc."
"Mirati Therapeutics","MRTX","United States",True,"NASDAQ","0001576263","","Mirati Therapeutics, Inc.","Mirati Therapeutics Inc."
"Mirna Therapeutics","MIRN",NULL,False,"NASDAQ","0001527599","Mirna Therapeutics, Inc.","SYNLOGIC, INC.","Mirna Therapeutics, Inc."
"Miromatrix Medical","MIRO","United States",True,"NASDAQ","0001527096","","Miromatrix Medical Inc.","Miromatrix Medical Inc."
"Mirum Pharmaceuticals","MIRM","United States",True,"NASDAQ","0001759425","","Mirum Pharmaceuticals, Inc.","Mirum Pharmaceuticals, Inc."
"Molecular Partners AG","MOLN","Switzerland",True,"NASDAQ","0001745114","","MOLECULAR PARTNERS AG","Molecular Partners AG"
"Molecular Templates","MTEM","United States",True,"NASDAQ","0001183765","THRESHOLD PHARMACEUTICALS INC","Molecular Templates, Inc.","Molecular Templates, Inc."
"Moleculin Biotech","MBRX","United States",True,"NASDAQ","0001659617","","Moleculin Biotech, Inc.","Moleculin Biotech, Inc.;Moleculin, LLC"
"Mondelez International","MDLZ","United States",True,"NASDAQ","0001103982","KRAFT FOODS INC","Mondelez International, Inc.","Mondelez International, Inc."
"Monopar Therapeutics","MNPR","United States",True,"NASDAQ","0001645469","","Monopar Therapeutics","Monopar Therapeutics"
"MorphoSys AG","MOR","Germany",True,"NASDAQ","0001340243","","MorphoSys AG","MorphoSys AG"
"Mustang Bio","MBIO","United States",True,"NASDAQ","0001680048","","MUSTANG BIO, INC.","Mustang Bio"
"MyMD Pharmaceuticals","MYMD","United States",True,"NASDAQ","0001321834","Akers Biosciences, Inc.||Akers Biosciences Inc","MyMD Pharmaceuticals, Inc.","MyMD Pharmaceuticals, Inc."
"MyoKardia","MYOK",NULL,False,"NASDAQ","0001552451","MyoKardia Inc","MyoKardia, Inc.","MyoKardia, Inc."
"Myomo","MYO","United States",True,"AMEX","0001369290","MYOMO INC","MYOMO, INC.","Myomo"
"NEOTHERAPEUTICS INC","SPPI","United States",True,"NASDAQ","0000831547","NEOTHERAPEUTICS INC","SPECTRUM PHARMACEUTICALS INC","NeoTherapeutics"
"NGM Biopharmaceuticals","NGM","United States",True,"NASDAQ","0001426332","","NGM BIOPHARMACEUTICALS INC","NGM Biopharmaceuticals, Inc"
"NLS Pharmaceutics","NLSP","Switzerland",True,"NASDAQ","0001783036","","NLS Pharmaceutics Ltd.","NLS Pharmaceutics"
"NOVEN PHARMACEUTICALS INC","NOVN","United States",True,"NASDAQ","0000815838","","NOVEN PHARMACEUTICALS INC","Noven Pharmaceuticals, Inc."
"NUPATHE","PATH","United States",True,"NYSE","0001375200","NUPATHE INC","NUPATHE INC.","NuPathe Inc."
"Nabriva Therapeutics AG","NBRV","Ireland",True,"NASDAQ","0001641640","Nabriva Therapeutics AG","Nabriva Therapeutics plc","Nabriva Therapeutics AG"
"NanoString Technologies","NSTG","United States",True,"NASDAQ","0001401708","","NanoString Technologies Inc","NanoString Technologies, Inc."
"NanoVibronix","NAOV","United States",True,"NASDAQ","0001326706","Nano Vibronix Inc||Nano Vibronix, Inc.","NanoVibronix, Inc.","Nanovibronix"
"Nanobiotix S.A.","NBTX","France",True,"NASDAQ","0001760854","","Nanobiotix S.A.","Nanobiotix"
"Nanosphere Health Sciences","NSPH",NULL,False,"NASDAQ","0001105184","","NANOSPHERE INC","Nanosphere, Inc."
"Natera","NTRA","United States",True,"NASDAQ","0001604821","","Natera, Inc.","Natera, Inc."
"Nature's Sunshine Products","NATR","United States",True,"NASDAQ","0000275053","","NATURES SUNSHINE PRODUCTS INC","Nature's Sunshine Products, Inc."
"Navidea Biopharmaceuticals","NAVB","United States",True,"AMEX","0000810509","NEOPROBE CORP","NAVIDEA BIOPHARMACEUTICALS, INC.","Navidea Biopharmaceuticals"
"Nektar Therapeutics","NKTR","United States",True,"NASDAQ","0000906709","INHALE THERAPEUTIC SYSTEMS||INHALE THERAPEUTIC SYSTEMS INC","NEKTAR THERAPEUTICS","Nektar Therapeutics"
"Neoleukin Therapeutics","NLTX","Canada",True,"NASDAQ","0001404644","AQUINOX PHARMACEUTICALS, INC||AQUINOX PHARMACEUTICALS (USA) INC","Neoleukin Therapeutics, Inc.","Neoleukin Therapeutics, Inc."
"Neos Therapeutics","NEOS",NULL,False,"NASDAQ","0001467652","","Neos Therapeutics, Inc.","Neos Therapeutics, Inc"
"Neothetics","NEOT",NULL,False,"NASDAQ","0001618835","Neothetics, Inc.","Evofem Biosciences, Inc.","Neothetics, Inc"
"Neovasc","NVCN","Canada",True,"NASDAQ","0001399708","Medical Ventures Corp","NEOVASC INC","Neovasc Inc."
"NephroGenex","NRX",NULL,False,"NASDAQ","0001338095","NephroGenex Inc","NephroGenex, Inc.","NephroGenex, Inc."
"Neuralstem","CUR",NULL,False,"NASDAQ","0001357459","Seneca Biopharma, Inc.||Neuralstem, Inc.","PALISADE BIO, INC.","Neuralstem Inc."
"NeuroBo Pharmaceuticals","NRBO","United States",True,"NASDAQ","0001638287","Gemphire Therapeutics Inc.","NeuroBo Pharmaceuticals, Inc.","NeuroBo Pharmaceuticals Inc."
"NeuroMetrix","NURO","United States",True,"NASDAQ","0001289850","","NeuroMetrix, Inc.","NeuroMetrix, Inc."
"NeuroSense Therapeutics","NRSN","Israel",True,"NASDAQ","0001875091","","NeuroSense Therapeutics Ltd.","NeuroSense Therapeutics Ltd."
"Neurocrine Biosciences","NBIX","United States",True,"NASDAQ","0000914475","","NEUROCRINE BIOSCIENCES INC","Neurocrine Biosciences"
"Neuronetics","STIM","United States",True,"NASDAQ","0001227636","NEURONETICS INC","Neuronetics, Inc.","Neuronetics"
"Neuropace","NPCE","United States",True,"NASDAQ","0001528287","","NeuroPace Inc","NeuroPace"
"Nevro Corp.","NVRO","United States",True,"NYSE","0001444380","","NEVRO CORP","Nevro Corp"
"NexImmune","NEXI","United States",True,"NASDAQ","0001538210","","NexImmune, Inc.","NexImmune Inc."
"NextCure","NXTC","United States",True,"NASDAQ","0001661059","","NextCure, Inc.","NextCure, Inc."
"NextGen Healthcare","NXGN","United States",True,"NASDAQ","0000708818","QUALITY SYSTEMS INC||QUALITY SYSTEMS, INC","NEXTGEN HEALTHCARE, INC.","NextGen Company Limited"
"Nile Therapeutics","NLTX","United States",True,"NASDAQ","0001133869","SMI PRODUCTS INC||Nile Therapeutics, Inc.","CAPRICOR THERAPEUTICS, INC.","Nile Therapeutics"
"Nivalis Therapeutics","NVLS",NULL,False,"NASDAQ","0001626199","Nivalis Therapeutics, Inc.||N30 Pharmaceuticals, Inc.","ALPINE IMMUNE SCIENCES, INC.","Nivalis Therapeutics, Inc."
"Nkarta","NKTX","United States",True,"NASDAQ","0001787400","","Nkarta, Inc.","Nkarta Inc."
